88768	0.384609
87365	0.423236
86267	0.345138
76973	0.307238
76224	0.37584
73091	0.405495
66731	0.322249
66439	0.34844
62570	0.265782
57785	0.316916
50625	0.368099
47411	0.395815
46986	0.384944
45120	0.407513
44411	0.225147
44104	0.397356
43383	0.28253
39041	0.408827
37106	0.381151
36913	0.611573
36482	0.272737
34521	0.424756
34359	0.391018
33320	0.411104
33316	0.355025
31460	0.407502
29583	0.29642
28305	0.368627
27456	0.205966
27447	0.343207
26115	0.289144
25840	0.319582
25805	0.269095
25698	0.390886
25560	0.243975
25537	0.266319
24503	0.323593
24380	0.420304
23238	0.52965
22882	0.244909
22604	0.397408
21921	0.418001
21074	0.12048
20763	0.371141
19956	0.316797
19524	0.177781
18299	0.204164
16157	0.273256
15522	0.216918
15417	0.608614
15068	0.176799
14983	0.180471
14687	0.175257
14503	0.444667
14199	0.226424
14098	0.371329
14028	0.218135
14006	0.169427
13940	0.288092
13935	0.280517
13906	0.158637
13553	0.194422
13549	0.172854
13501	0.292571
13455	0.201709
13455	0.391453
13416	0.577967
13394	0.286098
13317	0.196891
13256	0.183238
13234	0.212936
13157	0.38717
13108	0.248169
13079	0.165915
12856	0.15697
12848	0.133328
12827	0.109379
12714	0.141026
12681	0.121363
12654	0.168879
12632	0.123496
12632	0.407932
12536	0.19089
12513	0.149924
12459	0.138294
12424	0.146732
12424	0.366066
12399	0.130333
12368	0.123302
12354	0.0904161
12187	0.178141
12148	0.136977
12142	0.128315
12095	0.127491
12034	0.114343
12027	0.164713
12002	0.0879853
12001	0.247063
11985	0.109387
11983	0.609614
11958	0.186904
11951	0.109531
11807	0.165072
11763	0.100145
11743	0.166738
11569	0.0764111
11522	0.106405
11498	0.0929727
11430	0.0750656
11220	0.07959
11148	0.0984033
11126	0.102373
10091	0.453176
9865	0.395438
9368	0.54494
9341	0.597474
8346	0.354781
8007	0.607843
7722	0.356255
7314	0.607055
7123	0.512144
7003	0.325146
6936	0.411188
6900	0.402029
6860	0.343003
6860	0.390379
6825	0.29978
6698	0.361451
6546	0.342194
6396	0.359756
6294	0.42326
6237	0.398429
6193	0.437752
6076	0.411784
6062	0.572253
6041	0.341831
6000	0.300167
5984	0.38369
5968	0.434651
5952	0.403394
5915	0.453762
5891	0.579868
5832	0.54784
5772	0.350139
5698	0.32643
5564	0.42128
5555	0.542034
5520	0.35
5465	0.4172
5463	0.425407
5387	0.498608
5383	0.342746
5360	0.520709
5324	0.377536
5323	0.411234
5316	0.457299
5281	0.392918
5232	0.396789
5189	0.338794
5182	0.346198
5098	0.357003
5061	0.406441
5060	0.547036
5057	0.55092
5026	0.33844
5000	0.4616
4996	0.385508
4994	0.336404
4986	0.348576
4967	0.397826
4939	0.38854
4933	0.609568
4917	0.364653
4903	0.395472
4888	0.361498
4879	0.445378
4865	0.470915
4820	0.299585
4815	0.401246
4785	0.360502
4705	0.318597
4701	0.611572
4608	0.350043
4581	0.388998
4573	0.453532
4553	0.501647
4515	0.516279
4471	0.392306
4465	0.511086
4452	0.429245
4436	0.35798
4400	0.624545
4395	0.548578
4381	0.617439
4378	0.596848
4377	0.411012
4370	0.47643
4361	0.442559
4336	0.411208
4310	0.390951
4310	0.530626
4305	0.439954
4295	0.362515
4289	0.391233
4273	0.57641
4272	0.341292
4256	0.384633
4231	0.312692
4225	0.331361
4222	0.345097
4222	0.363572
4202	0.315088
4197	0.372409
4188	0.305874
4183	0.355486
4182	0.57078
4163	0.392025
